epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
11;0.27083210442980676;0.93835616;0.8762861681603233;0.96;0.84;0.9444444;0.9;0.9834711;0.72;0.8547486;0.37089464848718895;0.7829115268346978;0.34621267638577946;0.42444444444444446;0.90243053;0.45321637;0.9328787;0.35550457
12;0.2811879267635411;0.93835616;0.882296292378266;0.9616528925619834;0.84;0.9444444;0.9;0.9834711;0.72;0.852576;0.3700262882495902;0.7806187721042961;0.35076704565354716;0.42761692650334077;0.90219283;0.44412607;0.9303661;0.35550457
13;0.24857945084469776;0.93835616;0.9019672192830896;0.9705785123966941;0.84;0.9444444;0.9;0.9834711;0.72;0.8553693;0.38075778232410634;0.7813831608896382;0.34835495211965617;0.42953020134228187;0.9022191;0.4556213;0.9339555;0.35321102
14;0.2492700122705061;0.94520545;0.9045642908959343;0.9722314049586778;0.8461538461538461;0.952;0.9047619;0.9834711;0.76;0.8519553;0.37927724574853494;0.7775130567648202;0.3573064915072763;0.43792325056433407;0.90268576;0.44225353;0.92893034;0.36009175
15;0.26001350270354584;0.94520545;0.9096148710615777;0.9785123966942149;0.88;0.952;0.9047619;0.9834711;0.76;0.849162;0.37577631405785006;0.7744962525603114;0.3639460687984005;0.44724770642201833;0.9066478;0.43654823;0.92031586;0.39449543
16;0.252562288016285;0.94520545;0.8993952168866347;0.9771900826446281;0.88;0.9593496;0.8695652;0.9752066;0.8;0.8420236;0.36876891143425616;0.7740595177723478;0.3737414574388167;0.4383561643835616;0.91566265;0.42443064;0.9002154;0.4701835
17;0.23297551917294934;0.94520545;0.9105975729084954;0.979504132231405;0.8846153846153846;0.9593496;0.8695652;0.9752066;0.8;0.8451272;0.37176710711125016;0.7736363666300045;0.3715537395871699;0.4365256124721604;0.91356236;0.4310722;0.90667623;0.45183486
18;0.19697641550678097;0.94520545;0.9145582069537479;0.9785123966942149;0.8846153846153846;0.9593496;0.8695652;0.9752066;0.8;0.84792054;0.36951868466845944;0.7719091855081437;0.38077959550566587;0.4432314410480349;0.90970737;0.43571427;0.9149318;0.41972476
19;0.2559933610362549;0.94520545;0.9248065270989458;0.9828099173553719;0.8846153846153846;0.952;0.9047619;0.9834711;0.76;0.85226566;0.36589621767460445;0.7669136969249919;0.39255082379034556;0.4321266968325792;0.8999308;0.44011977;0.9328787;0.33715597
20;0.23568212210315548;0.94520545;0.9177876355980817;0.9831404958677686;0.8846153846153846;0.952;0.9047619;0.9834711;0.76;0.8488516;0.36258510058175236;0.7671454421517812;0.38413697693896987;0.43312101910828027;0.9069027;0.43576828;0.919598;0.39678898
21;0.23184620640049242;0.94520545;0.9456437030869154;0.9871074380165289;0.88;0.952;0.9047619;0.9834711;0.76;0.85226566;0.3774707487982864;0.7698012506832985;0.36904423624221616;0.44097995545657015;0.90640396;0.4473684;0.92462313;0.38990825
22;0.18810182881273635;0.9589041;0.9569149713066967;0.9894214876033058;0.88;0.9752066;0.88;0.9752066;0.88;0.85164493;0.3785842432372475;0.7697868437864289;0.36672327321538417;0.4462242562929062;0.9098011;0.44827586;0.919598;0.4174312
23;0.2312012864914659;0.9589041;0.9589981028329395;0.9897520661157024;0.88;0.9752066;0.88;0.9752066;0.88;0.852576;0.3779339450981714;0.7683140473007237;0.37213096775526144;0.44495412844036697;0.912826;0.4539007;0.9170854;0.44036698
24;0.23999767352456916;0.9726027;0.961161845522998;0.9900826446280991;0.88;0.9756098;0.95652175;0.9917355;0.88;0.85071385;0.3795558163146858;0.7676085209797349;0.37475060303201224;0.44646924829157175;0.90709996;0.44245523;0.9217516;0.39678898
25;0.19844610356304743;0.9726027;0.9628940275112272;0.9907438016528926;0.92;0.9756098;0.95652175;0.9917355;0.88;0.8482309;0.37611060333304125;0.7680316721220782;0.3833327383880546;0.4406392694063927;0.9123878;0.43935928;0.9120603;0.44036698
26;0.13797836191952229;0.9726027;0.9592590504508531;0.9907438016528926;0.92;0.9834711;0.92;0.9834711;0.92;0.8476102;0.37250422074494066;0.7690772012091915;0.4054559315840958;0.44646924829157175;0.91381174;0.43875277;0.90954775;0.45183486
27;0.17663880049774092;0.9726027;0.9705941277681125;0.9940495867768595;0.8846153846153846;0.9756098;0.95652175;0.9917355;0.88;0.85226566;0.376954417235079;0.7685853085874984;0.41937607551753187;0.44495412844036697;0.9113248;0.45169082;0.91852117;0.42889908
28;0.15838610037701994;0.96575344;0.961733060538106;0.9927272727272727;0.8846153846153846;0.97540987;0.9166667;0.9834711;0.88;0.849162;0.3732940489870784;0.7646773349051944;0.42494264441588;0.43805309734513276;0.9110079;0.44103774;0.9149318;0.42889908
29;0.17926831232154206;0.9726027;0.9670253494875696;0.9937190082644628;0.92;0.9756098;0.95652175;0.9917355;0.88;0.8504035;0.37258529195258283;0.7634609811837695;0.42793752486955705;0.4416475972540046;0.91201717;0.4460094;0.9152907;0.4357798
30;0.20586920805173378;0.96575344;0.9535170765221219;0.9920661157024793;0.92;0.97540987;0.9166667;0.9834711;0.88;0.845748;0.3685001226537789;0.761646123803816;0.42868435875154814;0.44545454545454544;0.9148242;0.43412527;0.90595835;0.46100917
31;0.18191301781837255;0.9726027;0.9608208973180499;0.9933884297520661;0.92;0.9834711;0.92;0.9834711;0.92;0.8401614;0.36845738502204395;0.7625928627409656;0.412692495798062;0.4366812227074236;0.9188491;0.42270058;0.8941134;0.49541286
32;0.23169606648487587;0.9726027;0.9760549584638757;0.9953719008264463;0.92;0.9756098;0.95652175;0.9917355;0.88;0.84854126;0.37884838733996856;0.7612987117764445;0.41710055662026546;0.43820224719101125;0.9106505;0.43867925;0.91457283;0.4266055
33;0.18049004825776163;0.9726027;0.9747647671736843;0.9950413223140496;0.92;0.9756098;0.95652175;0.9917355;0.88;0.8494724;0.3795811247890337;0.7616428307988171;0.40193717208044044;0.4439359267734554;0.9131059;0.44393593;0.9127782;0.44495413
34;0.1747484527120035;0.9726027;0.9812687231420366;0.9960330578512396;0.92;0.9756098;0.95652175;0.9917355;0.88;0.8494724;0.3797817868009478;0.7610682014265298;0.4110671115390526;0.4426605504587156;0.90957636;0.44067797;0.9170854;0.4174312
35;0.15344570829749923;0.9794521;0.9850825759558894;0.996694214876033;0.92;0.9836066;0.9583333;0.9917355;0.92;0.8472998;0.37500346500255427;0.7603960167811535;0.419773966753838;0.4407894736842105;0.91199714;0.43607306;0.91134244;0.4380734
36;0.16206129191264715;0.9726027;0.9838095986139466;0.996694214876033;0.92;0.9834711;0.92;0.9834711;0.92;0.84047174;0.36423098038412643;0.7593043856240573;0.44075537141017074;0.4383561643835616;0.9164223;0.42105263;0.8973439;0.47706422
37;0.1676155254372383;0.9794521;0.9876234514277994;0.9973553719008265;0.92;0.9836066;0.9583333;0.9917355;0.92;0.84792054;0.3653217806225916;0.755789514413483;0.4498847905872476;0.4439359267734554;0.9138428;0.43973213;0.9099067;0.45183486
38;0.1465864751028688;0.9726027;0.9890149044192523;0.9976859504132232;0.9230769230769231;0.9834711;0.92;0.9834711;0.92;0.83891994;0.36173462266369577;0.7530291529732542;0.4443374021819369;0.44150110375275936;0.9165748;0.41716567;0.89519024;0.4793578
39;0.14303161265098885;0.9794521;0.9936438250959991;0.9986776859504133;0.96;0.9836066;0.9583333;0.9917355;0.92;0.84481686;0.36050276366407774;0.751234876874543;0.4518989306660097;0.44036697247706424;0.9147315;0.43133047;0.90488154;0.46100917
40;0.09854161759761915;0.9794521;0.9933158812202292;0.9986776859504133;0.9615384615384616;0.9836066;0.9583333;0.9917355;0.92;0.8466791;0.3614885047125658;0.7524619328622142;0.46369899062683756;0.4380733944954128;0.912527;0.4346847;0.9099067;0.44266054
41;0.15425595983046375;0.98630136;0.9936438250959991;0.9986776859504133;0.96;0.9917355;0.96;0.9917355;0.96;0.84481686;0.3627122178782845;0.7541985813734465;0.46106518273173025;0.43902439024390244;0.9150327;0.43162394;0.9045226;0.46330276
42;0.11373844482514957;0.98630136;0.9914544093587573;0.9983471074380166;0.9615384615384616;0.9917355;0.96;0.9917355;0.96;0.84326506;0.3599915042336387;0.7528525655801946;0.47302958428337105;0.4334862385321101;0.912776;0.4248366;0.9052405;0.4472477
43;0.11256273009189188;0.9794521;1.0;1.0;1.0;0.9758065;1.0;1.0;0.88;0.85226566;0.3672268424966031;0.7526274063634028;0.48362335422920893;0.4375;0.90384614;0.44475138;0.9278535;0.36926606
44;0.16993882961265028;0.9931507;0.9967974358974361;0.9993388429752066;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.8373681;0.357114261742184;0.7531090083444747;0.4678083248760188;0.4383561643835616;0.9182692;0.41505793;0.8912419;0.49311927
45;0.16904989660602726;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.83891994;0.35645275266455057;0.7521989040879364;0.4698798405613535;0.43707093821510296;0.9165748;0.41716567;0.89519024;0.4793578
46;0.12831702210927662;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.839851;0.352263656648753;0.7492566041215252;0.4914270389777701;0.4197247706422018;0.9124273;0.41489363;0.9012922;0.4472477
47;0.14418990695721481;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.8373681;0.3506975941307716;0.7473470728478566;0.48634534795357526;0.42920353982300885;0.91458946;0.41093117;0.8955492;0.46559632
48;0.12297686199619345;0.9931507;1.0;1.0;1.0;0.9918033;1.0;1.0;0.96;0.8414028;0.348003342052114;0.7442339482471334;0.5065635513620651;0.42201834862385323;0.911095;0.41758242;0.90488154;0.4357798
49;0.09975546257800028;0.9931507;1.0;1.0;1.0;0.9918033;1.0;1.0;0.96;0.84326506;0.3527690511875734;0.7456915145847192;0.509215646278874;0.4246575342465753;0.9101043;0.4217687;0.9084709;0.4266055
50;0.09634823867515342;0.9931507;0.9967974358974361;0.9993388429752066;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.8370577;0.34696130541878917;0.747548769404032;0.5271010546361731;0.4230769230769231;0.913648;0.40899795;0.89626706;0.4587156
51;0.1405514278640486;0.9931507;0.9967974358974361;0.9993388429752066;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.83302295;0.3463571786990918;0.7478739536476616;0.5054136326757371;0.4233409610983982;0.91722345;0.4034091;0.8869347;0.4885321
52;0.12795084234397247;0.9931507;0.9967974358974361;0.9993388429752066;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.8361266;0.35243595916298415;0.7503111889723848;0.5008556152642476;0.41743119266055045;0.9120438;0.40456432;0.89698493;0.4472477
53;0.08658578463715233;0.9931507;0.9984307692307693;0.9996694214876033;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.84264433;0.3556640751294371;0.7513587761876221;0.5274135889184866;0.41935483870967744;0.9082766;0.4176334;0.9099067;0.41284403
54;0.08729001380860398;0.9931507;0.9984307692307693;0.9996694214876033;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.84264433;0.3544278245759158;0.7506013850379025;0.546901300577256;0.4263392857142857;0.90945023;0.4191344;0.9084709;0.42201835
55;0.16964477918123547;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.84109247;0.354641391401347;0.750005351133123;0.543566679832318;0.4229934924078091;0.90958214;0.4147982;0.9063173;0.42431194
56;0.05628247753946646;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.8429547;0.35389741174827977;0.749248371609028;0.5556102839097945;0.41721854304635764;0.9059829;0.41545895;0.91313714;0.39449543
57;0.10028179352209993;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.8451272;0.35620768983480083;0.749872807681922;0.5625433995527771;0.4212860310421286;0.9065055;0.42298287;0.9152907;0.39678898
58;0.11372820275822935;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.84419614;0.35927254292397626;0.7499567793093911;0.5512458969420372;0.42663656884875845;0.90553975;0.4187192;0.9152907;0.38990825
59;0.09989388635994433;0.9931507;0.9950945373467114;0.99900826446281;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.8386096;0.36216723968226744;0.7509734946027649;0.5221456777568025;0.4197247706422018;0.91260016;0.4117647;0.8994975;0.44954127
60;0.19614279913167432;0.9931507;0.9950945373467114;0.99900826446281;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.8333333;0.35563843904300496;0.7511920678095589;0.509359281789338;0.4197247706422018;0.9135712;0.39960238;0.89160085;0.46100917
61;0.07687841152950917;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.83954066;0.356988342946123;0.7519626309792737;0.5107251275671862;0.4233409610983982;0.9100108;0.41098902;0.9038047;0.42889908
62;0.07891439452563247;0.9931507;1.0;1.0;1.0;1.0;0.96153843;0.9917355;1.0;0.8382992;0.3555233441194994;0.752318687144767;0.5289928804225132;0.41818181818181815;0.91136944;0.40938166;0.9005743;0.44036698
63;0.12285049892770611;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8386096;0.35649261548287636;0.7510957474133446;0.534006156643574;0.41855203619909503;0.91140157;0.41025642;0.90093327;0.44036698
64;0.0790610672421243;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8435754;0.35645890377859984;0.7520239631973762;0.547850779712103;0.4197247706422018;0.9086676;0.42093024;0.91062456;0.41513762
65;0.08793833606863675;0.9931507;0.9984307692307693;0.9996694214876033;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.84109247;0.3556404397578919;0.7527438964152348;0.5417733934484215;0.4206008583690987;0.9104693;0.4159292;0.9052405;0.43119267
66;0.07049536694810815;0.9931507;0.9967974358974361;0.9993388429752066;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.83674735;0.3504427993835822;0.753967659397907;0.5558206497279385;0.421978021978022;0.9136164;0.40816328;0.8959081;0.4587156
67;0.07733887479296081;0.9931507;0.9984307692307693;0.9996694214876033;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.84109247;0.3491608324753532;0.7519902098961386;0.5581945046605594;0.4233409610983982;0.91195655;0.41774893;0.9034458;0.44266054
68;0.09728067021255624;0.9931507;0.9984307692307693;0.9996694214876033;0.9615384615384616;1.0;0.96153843;0.9917355;1.0;0.839851;0.34664635567237373;0.7493306967339977;0.5641482144959553;0.4197247706422018;0.91033983;0.4122807;0.9038047;0.43119267
0;0.3491578396623153;0.87705195;0.47564520522352005;0.8248964892250233;0.48666331152491193;0.88786775;0.6413044;0.9818024;0.20785104;0.87523276;0.47581492254626795;0.8206382502288638;0.3096426901408118;0.4888888888888889;0.8887802;0.60897434;0.9781048;0.2178899
1;0.32434145294334876;0.8788911;0.5111826404154696;0.8358179791458407;0.49823855057876193;0.88301754;0.7424594;0.9912557;0.1610468;0.8798883;0.5034416809436583;0.8298948872804389;0.3063126556311684;0.4908256880733945;0.88531965;0.72477067;0.9892319;0.18119267
2;0.3228751099616742;0.8808664;0.5138733762071244;0.8370972690060626;0.5005030181086519;0.89041877;0.67921686;0.9832204;0.22697534;0.8783364;0.5057188324533743;0.8306292273951671;0.3022630662465969;0.4965675057208238;0.89041096;0.64102566;0.9798995;0.2293578
3;0.3163258044801383;0.88359106;0.5280419927697485;0.8430943404065927;0.5077928607340372;0.8994836;0.6491416;0.9742398;0.30447912;0.87895715;0.5104148451092153;0.8338786000777149;0.2998301318848377;0.5045662100456622;0.8988016;0.6055046;0.96913135;0.3027523
4;0.31525789370510254;0.8825012;0.5319642188196725;0.84647235152011;0.5093011563599799;0.8888889;0.7266436;0.9875532;0.21137393;0.8823712;0.5166940191043564;0.8419851551334654;0.2973767243358084;0.5091743119266054;0.89061993;0.70212764;0.9849246;0.22706422
5;0.31252880581776343;0.8852939;0.5403459480588523;0.8499806010218144;0.5168595873175642;0.8974729;0.68231046;0.97920275;0.2853548;0.8795779;0.5218293609995683;0.8434250215691828;0.2949811763400102;0.49772727272727274;0.8957096;0.625;0.9741565;0.27522936
6;0.3089885397741071;0.8845447;0.5509065970167658;0.8534688290970242;0.5284062342885872;0.8900078;0.7517241;0.98865604;0.21942627;0.8836127;0.5314929051070424;0.8437115130040767;0.29907691547639026;0.5045871559633027;0.89101523;0.7194245;0.98600143;0.2293578
7;0.3090027872736647;0.8865881;0.5541223484893376;0.8578713821976136;0.5186116700201208;0.8969837;0.70379746;0.9815661;0.27981883;0.88268155;0.5272229142522962;0.8458058641833018;0.2913166557425375;0.5068807339449541;0.8973597;0.6510417;0.9759512;0.28669724
8;0.3069429378337409;0.887133;0.5567393614274861;0.8606580079481496;0.5276659959758552;0.90061706;0.6821192;0.9773121;0.31102163;0.8814401;0.5330693602978571;0.8485966859197693;0.29011295696987566;0.5022935779816514;0.89933556;0.6273585;0.9716439;0.30504587
9;0.3028607631962287;0.8878823;0.5597702898286043;0.863323950090271;0.5291750503018109;0.90421486;0.6679803;0.97345203;0.3412179;0.8808194;0.5308324503032044;0.8475733846163978;0.2911025378957141;0.4943310657596372;0.9008678;0.61504424;0.9687724;0.31880733
10;0.30451880379781504;0.8843403;0.5695318561592336;0.8672890449335523;0.53420523138833;0.88658416;0.8148148;0.9933039;0.18822345;0.88175046;0.5357280127564473;0.8502678859566508;0.29004582692420977;0.5068807339449541;0.88727856;0.73504275;0.98887295;0.19724771
11;0.2988706044017899;0.88890404;0.5695054458965849;0.8672560393146282;0.5359838953195772;0.904734;0.6755424;0.97408223;0.3447408;0.88392305;0.5340466113735618;0.848316780494873;0.2935544217038902;0.5229357798165137;0.9055145;0.625;0.96661884;0.35550457
12;0.29841000952349805;0.88856345;0.573428004153516;0.8686852519952244;0.5381909547738694;0.89719826;0.7306176;0.98385066;0.27981883;0.8845438;0.5423337965920637;0.8508754453789262;0.288116747403574;0.5113636363636364;0.89782465;0.67021275;0.9777459;0.28899083
13;0.2938703508957166;0.8891765;0.579415578330952;0.871766926173428;0.5445395067941621;0.90464354;0.67892647;0.9745549;0.34373426;0.8829919;0.5433658824806618;0.8534481055342242;0.28688554375818026;0.5011389521640092;0.9029776;0.62660944;0.9687724;0.33486238
14;0.2965844171514393;0.88999385;0.5926396851296416;0.8769098557672292;0.5561147458480121;0.8957634;0.7719298;0.9877107;0.26572722;0.887337;0.5449844054533457;0.8526721912313863;0.28882620826567057;0.5045871559633027;0.8968228;0.71597636;0.982771;0.27752292
15;0.2934784562559846;0.8893808;0.5836350044426938;0.8750676070050094;0.5465525918470056;0.89935064;0.72107184;0.98196;0.2979366;0.88547486;0.5433718149402041;0.8574474601052445;0.28855588860129955;0.4926315789473684;0.8995041;0.67005074;0.9766691;0.3027523
16;0.2938847922043203;0.8897214;0.5854527040131718;0.8748341690660001;0.5510820332159033;0.8983526;0.7358974;0.98377186;0.2888777;0.8860956;0.5456177789519929;0.8528882946844314;0.28565474760080994;0.5123595505617977;0.8995705;0.6769231;0.97738695;0.3027523
17;0.293201250365369;0.8905388;0.5874292779964436;0.8739068598481907;0.5435329642677403;0.89821136;0.75;0.9850323;0.2868646;0.8829919;0.5451663594502484;0.8559022175095661;0.2846931391444767;0.5194508009153318;0.89634746;0.6612022;0.9777459;0.27752292
18;0.29370513340062043;0.890675;0.6020675786481332;0.8798650579642102;0.5591343734272773;0.8939254;0.8151815;0.99117696;0.24861601;0.8867163;0.5541931682933181;0.8590791440821407;0.28286172502542933;0.5160550458715596;0.89391476;0.738255;0.98600143;0.2522936
19;0.291064064438954;0.89224166;0.603783778608595;0.8805162499051459;0.5626572722697534;0.8973681;0.78969955;0.9884197;0.27780575;0.8836127;0.54520177348904;0.8543355703813957;0.2859352108329294;0.5191011235955056;0.894599;0.6826347;0.9809763;0.2614679
20;0.2916694742492765;0.89244604;0.6068380623449449;0.8832801186283396;0.562468640240843;0.89864427;0.77567565;0.986923;0.2888777;0.8842334;0.5403327530620772;0.8564809631381021;0.28460585682067274;0.5137614678899083;0.8975288;0.6684492;0.9777459;0.28669724
21;0.29168694406822926;0.8921735;0.611145721625012;0.8837996845574698;0.5676899849018621;0.8972471;0.79022986;0.9884985;0.2767992;0.8836127;0.5467743044188778;0.8586897462410349;0.2838961256264456;0.5160550458715596;0.894599;0.6826347;0.9809763;0.2614679
22;0.2914737990973155;0.89169675;0.6019535122831358;0.881249192700402;0.5571212883744339;0.8991947;0.7567917;0.98518986;0.2944137;0.88392305;0.5408971455614412;0.8557046372096392;0.28727612514939094;0.5080091533180778;0.89775723;0.6631579;0.977028;0.28899083
23;0.2909069046915354;0.89394456;0.6075074381918442;0.8818707489654869;0.5604010025062657;0.903018;0.7488426;0.9829053;0.3256165;0.8842334;0.5431324179952117;0.8548130561062192;0.2875297714318458;0.5182648401826484;0.90069747;0.6492891;0.9734386;0.3142202
24;0.28701360382311725;0.8950344;0.6102419856853204;0.8847222560317818;0.5638832997987927;0.9078476;0.72123015;0.97786355;0.3658782;0.8882682;0.5475474879543942;0.8580871263262577;0.2848694036644782;0.5112107623318386;0.90595716;0.66239315;0.9716439;0.35550457
25;0.28624353155785043;0.89312714;0.6119871651282883;0.8814778136031359;0.5709255533199196;0.89820313;0.79353935;0.9884197;0.28434825;0.88547486;0.5452857490873996;0.8556387771096639;0.2871083185899931;0.5068807339449541;0.8966196;0.69142854;0.98061734;0.27752292
26;0.2890045516988163;0.8949663;0.6194710451133794;0.8873232970349496;0.5719315895372233;0.90161335;0.7791719;0.9861352;0.31253144;0.88547486;0.5471423974764268;0.8605642893365912;0.28423103838835273;0.5271493212669683;0.8976637;0.6830601;0.97918165;0.28669724
27;0.2886090156891903;0.8961924;0.6228507775936288;0.8876291689268413;0.5774647887323944;0.9071887;0.73989636;0.9802269;0.3593357;0.88640594;0.5533428190496584;0.8580434940100239;0.28218102105502973;0.518348623853211;0.90279627;0.6605505;0.9734386;0.33027524
28;0.2898645555655968;0.8887678;0.6193520390484335;0.8878859982354184;0.5666834423754403;0.8900487;0.85258967;0.9941705;0.2154001;0.8829919;0.5472384658494986;0.86213505272101;0.2825007123709613;0.5034324942791762;0.8889248;0.736;0.98815507;0.21100917
29;0.28296779427521274;0.89653295;0.6242196718231318;0.8895169515669402;0.5732259687971817;0.90492064;0.7653061;0.98369306;0.3397081;0.8879578;0.5567224831884758;0.8612187740800991;0.27991776690950754;0.510250569476082;0.9029578;0.6760563;0.9752333;0.33027524
30;0.2844205035004448;0.89666915;0.6244972826934178;0.889236651596017;0.5736551030668677;0.91399366;0.6988156;0.97195524;0.41570207;0.8833023;0.5510585073197285;0.8596685919769226;0.28333593383755173;0.5206422018348624;0.90792143;0.6119403;0.9626705;0.3761468
31;0.28470931569551156;0.8964648;0.6208000866219074;0.8873858392137519;0.5695630336514315;0.905325;0.76031214;0.98306286;0.343231;0.88702667;0.5485216018267816;0.8603774113029103;0.2842180435907056;0.5102974828375286;0.9025931;0.6682243;0.97451544;0.32798165
32;0.2885016556937057;0.8946257;0.6172707167197038;0.8863206398546595;0.5716440422322775;0.90326315;0.75581396;0.98345673;0.32712632;0.8860956;0.5467681109670727;0.8603222534691807;0.2853839097326028;0.5091743119266054;0.90169376;0.6635071;0.97451544;0.32110092
33;0.2873518501499938;0.8950344;0.6312423909074575;0.8908031993684489;0.5816172777498745;0.8988627;0.81857145;0.9899953;0.28837442;0.8851645;0.5506194424196578;0.861094463141395;0.28182215449382325;0.5217391304347826;0.89632547;0.6896552;0.98061734;0.27522936
